snippet,article - date
"  Churches  unite  to  serve   A  GROUP  of  Eyre  Peninsula  churches  is  banding  together  as  part  of  a  national  alliance  of  Christian  churches  aimed  at  providing  a  wide  .  range  of  community  services.  Australian  Christian  Churches  is  an  alliance  of  churches  from  across  Australia  which  includes  eight  from  Eyre  Peninsula   with  about  500  Eyre  Peninsula  residents  members  of  the  alliance.  Lincoln  Assembly  senior  pastor  Jim  Anderson  said  the  ACC  was  a  representative  body  that  encompassed  the  activities  of  many  of  Australia's  fastest  growing  churches.  ""We  are  now  part  of  a  huge  network  of   churches,  all  with  a  single  vision  of  making  a  real  difference  in  the  community,""  senior  pastor  Anderson  said.  ""This  means  a  focus  on  social  justice,  supporting  people  in  need  through  our  welfare  organisations  and  providing  contemporary  worship  relevant  to  every  sphere  of  Australian  society."" ",2000-03-14
"  The  wandering  Jew   ASK  THE  RABBI   Rabbi  Raymond  Apple   THERE  is  a  plant  which  bears  the  name  Wan  o  dering  Jew  because  it  is  has  a  tendency  to   spread.  The  name  was  probably  given  with  out  conscious  antisemitic  malice.  There  is  also  a  bird  called  Wandering  Jew,  and  even  a  card  game  and  a  game  of  dice.  However,  in  Christian  legend  there  is  certainly  a  mythical  figure  called  the  Wandering  Jew  who  embod  ies  anti-Jewish  animus.  The  underlying  notion  is  that  the  Jews  are  destined  to  wan  der  and  be  reviled  because  they  rejected   Jesus.   Not  until  the  13th  century  did  it  become  a  clearly  antisemitic  legend,  often  linked  with  the  tradition  that  an  officer  of  the  high  priesthood  struck  Jesus  on  the  way  to  the  ‘'""cross  and  Jesus  condemned  him  to  suffer   punishment  until  the  so-called  second  com  ing.  (“You  will  go  on  forever  until  I  return”  is  what  Jesus  is  said  to  have  told  him.)  The  Wandering  Jew  is  said  to  be  called  Aha  suerus,  the  same  name  as  the  Persian  king  in  the  story  of  Mordechai  and  Esther.   Centuries  of  anti-Jewish  prejudice  inex  orably  conditioned  Christian  communities  to  see  the  Jew  as  a  pathetic  sinner  doomed  by  his  rejection  of  Jesus.  The  Wandering  Jew  vwas  given  different  names  in  different  ver  sions  of  the  story  and  became  the  central  character  in  a  sheaf  of  poems,  novels  and  artistic  and  musical  works,  though  the  tragedy  of  the  Holocaust  has  largely  dis  credited  the  notion.  However,  some  funda  mentalist  Christian  circles  who  hang  on  to  the  story  find  it  hard  to  come  to  terms  with  the  vitality,  dignity  and  creativity  of  the  Jew  ish  people  and  the  vibrancy  of  the  State  of   Israel.   ■  Reprinted  from  Rabbi  Raymond  Apple’s  V  email  list:  torah@greatsynagogue.org.au. ",2000-11-17
"  The  family  of  MARY  OLIVER  invite  friends  and  relations  to  celebrate  Mary's  80th  Birthday  at  Lockington  Sports  Pavilion  on  Sunday,  May  7  at  1.30pm.  No  Presents  ENGAGEMENTS  Engagement  TANGEY  —  CHRISTIAN.  Gerard  and  Rhonda  Tangey  of  Moama  and  Ambrose  and  Kay  Christian  of  Echuca,  have  much  pleasure  in  announcing  the  engagement  of  Cheree  and  Andrew  on  21-4-00.   BRUNS  —  HARDIE.  The  wedding  of  Greg  and  Liz  will  take  place  on  29-4-00  on  the  Mary-Ann  at  3pm.  Wishing  you  love  and  happiness.  —  Mum  and  Dad  (Max  and  Judy)  and  family.  FRASER  —  GROSSE.  Marl  and  Col,  together  with  Vic  and  Beth,  congratulate  Vanessa  and  Graeme  on  their  wedding  day,  Saturday,  April  29  at  St.  Mary's  Church  at  3.30pm.  LOVE  —  FAWCETT.  It  is  with  much  pleasure  we  announce  the  wedding  of  Megan  to  Peter,  on  Sat.  April  29  at  St.  Andrew's  Uniting  Church  at  3pm.  Love  and  happiness  to  you  both,  from  the  Love  and  Fawcett  families. ",2000-04-28
"  Tourism   mav  suffer   JERUSALEM:  Tourism  could  be  affected  if  the  violence  does  not  stop,  according  to  Israel  Hotel  Association  director  Avi  Rosental.  There  has  been  an  increase  of  30  percent  in  the  number  of  tourists  this  year.  Two  of  the  largest  tourist  mar  kets  are  Germany  and  America,  and  as  much  of  the  unrest  involved  areas  where  there  are  Christian  religious  sites,  this  could  be  affected.   El  A1  spokesman  Nachman  Klieman  said  because  most  of  the  tourists  due  in  the  near  future  are  religious  Jews  or  Christians,  celebrat  ing  Succot  or  the  Christian  Embassy’s  Feast  of  Tabernacles,  it  is  unlikely  that  they  would  can  cel.  “For  them,  it  is  a  matter  of  faith,""  he  said.   Meanwhile,  even  the  army  ban  on  Israelis  entering  areas  under  Palestinian  Authority  con  trol  does  not  seem  to  be  able  to  stop  them  gam  bling  in  the  Oasis  Casino  in  Jericho.  A  spokesman  for  the  casino  said  that  although  business  is  down,  Israelis  are  still  getting   through.   Jerusalem  Post ",2000-10-13
"  introducing  the  a  n  $  w  o  r  n   *  RIGHT:  Melinda  Blight  and  Clayton  Wells  were  recently  married  at  Flinders  Park.  Melinda's  mother  is  Marcia  Rowlands  from  Western  Australia  and  Clayton's  parents  are  Tony  and  Pip  Wells  from  Yallunda  Flat.  The  couple  will  live  in  Kalgoorlie,  Western  Australia.  Photograph  by  Janet  Christian  Photography.   •  BELOW:  Renae  Reichelt  married  Terry  Blackshaw  at  the  St  Thomas  Church  recently  in  Port  Lincoln.  Tanya  Harder,  Darin  Brooks,  Sharon  Stevens  and  Jimmy  Stevens  were  their  attendants.  Renae's  parents  are  Marcella  and  Robert  Reichelt  of  Sydney  and  Terry's  parents  are  Roma  and  Ted  Blackshaw  from  Port  Lincoln.  Tne  couple  had  their  reception  at  the  Hilton  Motel  and  are  travelling  for  a  year  before  returning  to  Port  Lincoln  to  live.  Photograph  by  Janet  Christian  Photography.   Victoria  Wetherby  and  Geoff  Kew  were  married  in  the  garden  of  the  Wetherby  property  at  Cleve.  The  family  and  close  friends  enjoyed  a  formal  dinner  to  celebrate  the  occasion.  Photograph  by  The  Studio  Tony  Carey  Photographers. ",2000-02-01
"  Uniting  Church  leader's  visit   President  of  the  Uniting  Church  of  Australia,  Reverend  John  Mavor,  visited  Echuca  at  the  weekend.  Rev.  Mavor  trained  as  a  school  teacher  in  Queensland  before  entering  the  Methodist  ministry  in  1954.  He  served  in  the  Oxley-Darra  Circuit  and  the  Methodist  Young  People's  Department  before  moving  to  the  areas  of  Christian  Education,  Mission  and  Evangalism  in  Queensland,  Papua  New  Guinea,  Fiji  and  New  South  Wales.  In  1974  he  became  Director  of  World  Christian  Action  with  the  Australian  Council  of  Churches.  He  has  been  involved  with  Austcare  (Australian  Care  for  Refugees)  for  more  than  20  years  and  on  Australia  Day  was  made  a  Member  of  the  Order  of  Australia  for  service  to  the  international  community  and  the  Uniting  Church  of  Australia.  Rev.  Mavor  is  now  consultant  for  evangelism  for  the  Assembly  of  the  Uniting  Church.  John  and  wife  Rae  were  welcomed  by  the  church  community  with  a  social  function  on  Saturday  evening  and  Rev.  Mavor  preached  at  the  service  at  the  Echuca  Uniting  Church  yesterday. ",2000-06-28
"  Powerful  vocalist;   BARRY  Crocker  Junior  is  on  his  way  to  Port  Lincoln.  A  powerful  vocalist  and  skilled  composer,  Barry  is  one  of  Australia's  many  talented  Christian  artists.  Over  the  past  10  years  Barpr\has  sung  in  both  Christian  and  secular  environments.  His  ability  to  impact  lives  through  song  flows  naturally,  as  he  presents  the  Gospel  in  such  a  unique  way,  exuding   experience  and  insight  gained  from  years  of  exposure  to  national  and  international  industry  standards.  His  passion  for  God  has  opened  doors  of  opportunity  to  share  his  love  and  gift  of  singing  to  a  variety  of  crowds  in  churches,  outreaches  centres,  conferences  and  seminars  in  Australia  and  overseas.  Barry  has  appeared  on  television  shows  including   the  Midday  Show,  Turn  Around  Australia,  Carols  by  Candlelight  and  many  more.  He  also  sings  regularly  with  his  father,  renowned  entertainer  Barry  Crocker.  Barry  Crocker  Jr  will  appear  at  the  Port  Lincoln  Assembly  of  God,  15  Sleaford  Terrace  on  Saturday,""  December  16  at  7.30pm.  He  will  also  sing  at  Carols  on  the  Foreshore  on  Tuesday  night. ",2000-12-14
"  The  Shmooze  on  Friday   A  Jewisii   alternative   A  CHURCH  of  England  bishop  has  singled  out  Judaism  as  a  possible  alternative  to  Christianity.   The  Bishop  of  Oxford,  Reverend  Richard  Harries,  has  suggested  that  people  who  believe  in  God,  but  who  have  dif  ficulty  with  the  Christian  claims  about  Jesus,  might  like  to  embrace  Judaism,  the  Sunday  Telegraph  reports.   “Looking  at  people’s  spiritual  needs,  I  see  a  category  of  people  who  are  natural  monotheists  and  who  simply  cannot  believe  Christian  claims  about  Jesus,  but  who  would  love  to  have  a  spiritu  al  home,”  Bishop  Harries  said.  “While  New  Age  religions  offer  some  spiritual  insights,  Judaism  offers  a  tradition,  a  way  of  believ  ing  and  behaving  that  has  been  tried  and  tested  for  nearly  4000  years.”   Bishop  Harries  says  he  has  no  problem  with  his  own  faith,  but  recognises  that  the  Jewish  people  had  offered  “a  remarkable  wit  ness  to  God”  during  the  Holocaust  and  throughout  the   ages.   “Christianity  is  not  the  only  missionary  religion.  We  live  in  a  pluralistic  and  consumer  society.   I  don’t  see  why  Judaism  shouldn’t  offer  what  it  has.” ",2000-06-30
"  Catholics,  Jews  and  Aborigines   HE  week  just  passed  has  yielded  some  unusual  and  uplifting  sights.  We  saw  the  Pope  at  Yad  Vashem  in  Jerusalem.  We  saw  A.  Aborigines  at  B’nai  B’rith  House  in  Melbourne.  We  saw  peo  ple  where  we  don’t  expect  to  find  them  and  heard  words  focused  on  forgiveness  and  hope,  rather  than  on  past  hurts  and  tragic  his   No  analogy  is  perfect,  and  it  would  be  wrong  to  suggest  that  Aborigines  still  struggling  with  the  legacy  of  colonisation  are  deal  ing  with  the  same  burden  as  Jews  still  coming  the  terms  with  abus  es  of  Christianity.  But  both  of  these  events  are  important  in  the  degree  of  movement  and  understanding  that  they  show.   This  week  we  have  seen  two  very  different  platforms  of  reconcil  iation  and,  despite  their  differences,  the  knowledge  that  both  are  happening  confirms  and  supports  the  process  of  coming  together.  It  gives  us  hope.   Pope  John  Paul  II  has  proved  himself  to  be  a  Pope  genuinely  aware  of,  and  committed,  to  Jewish  issues.  Indeed,  one  of  the  most  heartwarming  stories  to  emerge  from  his  visit  to  Israel  came  from  Holocaust  survivor  Edith  Tzirer,  who  met  him  at  Yad  Vashem.  She  recalled  him  as  a  young  priest  named  Karol  Wojtyla,  who  carried  her  to  safety  in  1945.  To  those  saved  by  him,  the  Pope  deserves  to  be  included  among  the  Righteous  Among  the  Nations  who  are  hon  oured  by  Yad  Vashem.   On  the  other  hand,  some  Jewish  leaders  have  taken  the  view  that  for  all  his  efforts,  the  Pope  did  not  go  far  enough.  Two  weeks  ago,  when  the  Vatican  declared  a  Day  of  Forgiveness  and  apologised  for  the  sins  of  the  Church,  the  Jewish  reaction  was  far  from  welcoming.  Many  were  angered  by  the  refusal  of  the  Vatican  to  refer  specifical  ly  to  the  Holocaust.  In  particular,  many  Jews  feel  the  Vatican  will  not  be  sincere  in  its  apologies  until  it  acknowledges  the  harm  done  by  the  failure  of  Pope  Pius  XII  to  speak  out  against  the  Nazis.  It  was  widely  hoped  that  when  Pope  John  Paul  II  was  at  Yad  Vashem,  he  would  take  the  opportunity  to  apologise  more  directly  for  the  fail  ures  of  the  Church  during  the  Holocaust.  What  did  happen  was  indeed  a  specific  and  sincere  expression  of  regret  for  the  “terrible  tragedy  of  the  Holocaust”,  but  no  reference  to  Pope  Pius  XII.   While  some  Jewish  leaders  cling  to  the  view  that  he  should   have  gone  further,  there  has  been  a  far  more  generous  and  understanding  Jewish  response  to  the  genuine  efforts  of  the  Pope  to  turn  around  centuries  of  Christian-Jewish  tension,  and  elevate  the  image  of  the  Jew  in  the  Church  to  one  of  respect.   Jews  welcomed  the  sincerity  of  the  Pope’s  overtures  and  focused  overwhelmingly  on  the  fact  of  his  presence  at  Yad  Vashem  and  on  the  postive  in  what  he  said.   Jewish  tradition  so  values  the  process  of  penitence  and  forgive  ness  that  the  rabbis  have  said  that  if  one  receives  a  sincere  apolo  gy  and  does  not  accept  it,  it  is  as  if  the  sin  is  lifted  from  the  account  of  the  sinner  and  imposed  on  the  balance  of  the  one  who  refuses  to  accept  the  apology.   There  is  no  question  that  there  is  much  to  forgive.  The  Pope,  in  his  speech  at  Yad  Vashem,  said  that  “only  a  godless  ideology  could  plan  and  carry  out  the  extermination  of  a  whole  people”.  But,  as  the  Jerusalem  Post  commented,  “without  almost  2000  years  of  Christian  antisemitism,  the  Holocaust  would  not  have  been  possi  ble  in  Christian  Europe”.   But  the  Pope  struck  a  chord  when  he  called  for  “a  new  future  in  which  there  will  be  no  more  anti-Jewish  feeling  among  Christians  or  anti-Christian  feeling  among  Jews,  but  rather  the  mutual  respect  required  of  those  who  adore  the  one  Creator”.   His  call  is  welcomed.  The  Jewish  people  stand  today  in  a  position  of  strength,  with  a  homeland  in  Israel  and  an  understanding  of  how  we  can  rise  above  being  history’s  victims  to  stand  free  and  proud  on  the  world  stage.   It  is  right  that  reconciliation  between  Christian  and  Jew  should  be  played  out  at  this  point  in  history  in  the  country  that  is  both  the  Holy  Land  and  the  State  of  Israel.   Christian-Jewish  reconciliation  has  taken  2000  years.  The  dam  age  that  Europeans  did  to  Aborigines  when  they  came  to  Australia  began  just  200  years  ago,  and  continues  still  —  as  the  mandatory  sentencing  debacle  makes  clear.  There  are  still  many  individuals  dealing  with  the  personal  legacy  of  the  Stolen  Children,  of  institu  tionalised  discrimination  and  of  damaged  communities.   We  need  not  ask  ourselves  whether  we  are  personally  to  blame.  It  is  not  important  whether  our  individual  ancestors  were  part  of  the  colonial  process  (most  were  in  European  shtetls,  fighting  their  own  battles).  But  we  are,  to  some  extent,  the  beneficiaries  of  an  abusive  system.  In  becoming  the  great,  refugee-welcoming,  multi  cultural  country  which  Australia  often  is,  this  country  trampled  the  rights  of  the  indigenous  people  and  failed  many  times  to  put  that  right.   As  citizens  of  Australia,  as  well  as  Jews  who  know  what  it  is  to  be  forged  in  the  crucible  of  history,  we  have  a  responsibility  to  recon   ciliation.   tories. ",2000-03-31
"  Special  Olympic  success   Riv  Sport   The  Echuca  Special  Olympics  Swim  Team  started  its  season  with  a  successful  competition  in  the  Centre  State  Games  on  October  22  at  the  Bendigo  Leisure  Centre.  The  swimmers  continued  their  weekly  training  throughout  the  winter  and  Sunday's  carnival  was  their  first  chance  to  compete  since  April.  Four  of  the  newest  swim  club  members  —  Tim  Darbyshire,  Katrina  Delany,  Braydon  Guascione  and  Christian  Leris  —  were  the  big  winners  on  the  day.  Each  was  competing  for  the  first  time.  Tim  was  amazed  at  the  level  of  competition  in  his  division.  He  managed  to  come  home  with  a  first  place   ribbon  and  four  second  place  ribbons  despite  the  stiff  competition.  Katrina,  Braydon  and  Christian  had  a  great  time  at  their  first  competition.  They  competed  in  developmental  level  events.  The  Loddon  Campaspe  Team  also  did  extremely  well  in  the  relay  events.  The  relay  events  are  always  the  most  exciting  to  watch.  The  Special  Olympics  team  trains  weekly  at  the  Echuca  YMCA  War  Memorial  Aquatic  Centre  from  5pm  to  6pm  on  Fridays.  The  team  is  coached  by  Shirley  Milgate  and  a  team  of  capable  volunteers.  Results:  Sheree  Arnold:  25m  freestyle  1st;  50m  2nd,  50m  backstroke  3rd;  Garry  Baldwin  50m  backstroke  1st,  25m  free  3rd,  25m  back  3rd;  Toni  Barton  50m  back  1st,  100m  back  1st,  100m  free   2nd;  Damien  Cocks  400m  free  1st,  100m  back  2nd,  50m  free  2nd;  Tim  Darbyshire  100m  breast  1st,  100m  free  2nd,  50m  breast  2nd;  Katrina  Delany  25m  back  1st,  25m  free  2nd;  Kellyanne  Dryburgh  50m  back,  25m  free  2nd;  Braydon  Guascoine  25m  free  1st,  25m  kickboard  1st,  25m  back  2nd;  Melinda  Grumley  50m  back  1st,  25m  back  2nd,  25m  free  3rd;  Christian  Leris  15m  kickboard  1st,  15m  assisted  swim  1st,  25m  kickboard  2nd;  Frank  Lester  50m  free  2nd;  Kellianne  udbey  25m  kickboard  1st;  David  McHardy  25m  back  1st.  Leigh  Madgewick  50  reast  1st,  200m  free  2nd,  100m  breast  3rd;  Mathew  Rogers  50m  back  1st,  100m  free  2nd;  Casey  Spark  50m  free  1st,  25m  back  3rd,  25m  free  3rd;  Megan  Spark  200m  free  1  st,  50  free  1st;  Janet  Stono  25m  free  2nd;  Sophie  Woolman  25m  back  1st,  50m  back  1st,  25m  free  2nd. ",2000-10-27
"  Fifth  CD  for  Jan   .  CHILDREN'S  music  composer  Jan  Taylor  just  doesn't  stop.  Her  latest  project  has  now  been  released  -  Hey  Kids!  Fun  and  Action  Songs  For  You,  a  CD  and  manuscript  for  kids.  The  keen  musician  has  been  writing,  teaching  and  performing  children's  music  for  around  20  years,  while  also  performing  at  special  events.  Her  primary  musical  love  is  of  singing,  particularly  songs-from  the  1930s  and  40s,  although  she  enjoys  a  wide  variety  of  music  styles.  Jan  has  been  recording  albums  for  children  on  her  home  four-track  recorder  for  around  13  years,  releasing  five  recordings  with  manuscripts.  While  most  of  her  work  is  Christian,  the  latest  release  is  non-religious.  ""I  write  for  both  the  secular  and  Christian  arena,  at  times  providing  music  backing  for  poetry  or  lyrics  written  by  others,""  Jan  said.  ""My  first  children's  album  was  a  gospel  musical  entitled  Hercules  and  other  songs.   ""It  is  gospel  musical,  a  story  of  children  gathered  in  a  park  setting,  playing  together  as  their  parents  prepare  a  barbecue  picnic.  ""They  chat  and  sing  catchy  songs  with  a  lass  who  imparts  the  character's  lessons  on  life  to  them.""  Her  second  recording,  His  Transforming  Love,  was  composed  in  the  early  90s.  It  is  a  musical  about  the  life  of  a  teenage  boy  thrown  out  of  a  dysfunctional  family  who  comes  across  a  youth  group  of  Christian  teens  who  befriend  him.  Counterfeit  Clowns  was  written  in  the  mid-  90s,  Jan  said.  Share  the  Gospel,  released  earlier  this  year,  features  fun  songs  for  children  of  primary  school  age  and  under.  Her  latest  release,  Hey  Kids!  Fun  and  Action  Songs  For  You,  is  non-religious  and  aimed  at  young  children  of  kindergarten  and  lower  primary  school  age.  Kids  and  parents  will  hear  a  preview  of  the  new  work  at  the  Port  Lincoln.  .Junior  Primary  School  Christmas  break-up  tomorrow.  She  will  also  perform  at  the  Lock  Nativity  Reenactment  on  Sunday.  Her  albums  can  be  ordered  through  Jan's  web  page  at  www.portlincoln.net/musiconeyre,  and  you  can  call  on  her.  talents  for  shows  on  8682  3157.   •  Port  Lincoln  children's  music  composer  Jan  Taylor  has  released  her  fifth  album,  Hey  Kids!  Fun  and  Action  Songs  For  You. ",2000-12-14
"  A  sporting  feast   In  one  of  his  first  official  duties  as  Commander  Australian  Navy  Patrol  Boat'  Group,  CAPT  Gerry   Christian  took  time  out  of  his  busy  schedule  to  pres  ent  HMASGEELONG's  internal  sporting  trophy  ""Bob""  to  the  winning  Oldies  side.  In  a  best  out  of  three  com-   petition  that  included  lawn  bowls  and  Softball,  the  win  gives  the  trophy  to  the  Old  ies  (over  27)  twice  and  only  once  to  the  Youngies  (under  27).  In  other  sporting  develop  ments,  GEELONG's  CO,  LCDR  Bob  Plath,  led  his  ship's  company  to  victory  in  touch  football  against   HMAS  GAWLER.  In  an  attempt  to  regain  the  Combined  CO's  Challenge  Cup,  GAWLER  was  defeat  ed  by'  an  in-  form  Geelong  11-1.  Leading  by  example,  six  of  the  tries  were  scored  by  LCDR  Plath:  A  relative  newcomer  to  GEELONG,  MIDN  Jayce  Hutchison  made  his  mark   by  scoring  two  tries.  Man  of  the  match  went  to  LS  Glen  Hurst  who  put  in  a  tireless  effort  on  the  field  in  attack  and  defence.  GAWLER's  try  was  a  classy  movement,  .  finished  off  by  their  XO,  LEUT  Johnathon  Dick,  after  a  .  lightning  30m  dash.   CAPT  Gerry  Christian  presents  ""Bob""  to  Oldies  representative  ABBM  Mick  Cunnington. ",2000-09-04
"  Patrol  boat  recognition   As  part  of  the  RAN  restructuring  a  new  senior  naval  position  has  been  created  at  Darwin  Naval  Base  to  command  the  newly-formed  Patrol  Boat  Group.   RAN  patrol  boats  now  form  one  of  seven  new  FEGs  whose  aim  is  to  align  authority,  accountability  and  responsibility.  The  other  six  FEGs  are  surface  combatants,  aviation,  submarines,  amphibious,  mine-  war  fare/clearance  diving,  and  hydrography.  The  creation  of  a  FEG  solely  for  patrol  boats  reflects  the  increasingly  vital  roles  of  Darwin  Naval  Base  and  its  sister  base  at  Cairns,  at  the  importance  of  year-round  patrolling  by  the  Fremantle  class  vessels  and  their  ships'  companies.   Within  .  15  months  all  15.  of  the  class  will  be  based  in  the  north—  -10  at  Darwin  and  five  at  Cairns.  The  first  officer  to  command  the  group  is  CAPT  Gerry  Christian,  former  CO  of  HMAS  COONAWARRA.  Deputy  Chief  of  the  Navy,  R  ADM  Geoff  Smith,  ""read-in""  CAPT  Christian  during  Divisions  at  the  base.  Not  surprisingly  there  were  .  not  many  ,  patrol  boat  ship's  companies  at  the  ceremony.  Apart  from  HMAS  WOOLLONGONG,  which  was  out  of  the  water,  all  the  other  Darwin-based  patrol  ,  boats  were  at  sea  on  operational  .  duties. ",2000-04-03
"  SPORT   Close  finishes  for  season   Motorcycles   THE  Port  Lincoln  Motorcycle  Club  2000  Enduro  series  was  concluded  on  Saturday,  September  16  at  Mount  Mena  (Farm  Beach).  Overall  positions  for  the  year  were  decided  in  all  classes  with  some  competitors  needing  a  win  to  secure  their  outright  position.  Track  conditions  were  possibly  the  most  demanding  of  all  season.  Due  to  a  lack  of  rain  the  few  weeks  prior  to  the  event  the  track  became  very  sandy  and  dusty  with  some  sections  bringing  several  riders  to  grief,  although  no  one  was  seriously  hurt.  The  track  was  very  tight  with  some  tricky  uphill  and  downhill  sections  across  loose  rocks  with  only  a  few  straights  to  allow  riders  time  to  relax.  Twenty-one  juniors  competed  in  three  classes  and  most  were  thankful  when  the  chequered  flag  came  out.  First  in  the  80cc  was  Dion  Quinn,  closely  followed  by  Ross  Nelligan  and  Jar  din  Trenowden  was  third.  Combined  class  winner  was  Dene  Rodd;  second  was  Douglas  McDonald  and  third  was  Adrian  Beckett.  Junior  125cc  winner  was  Justin  Smith;  followed  by  Rhys  Wright  and  Aaron  Freeman.  Fifty-five  senior  riders  slogged  it  out  for  end  of  year  positions  with  some  very  competitive  racing  in  all  classes.  First  outright  and  open  class  winners  were  Luke  Cunningham  and  Greg  Dixon  who  took  over  the  lead  on  the  second  lap  and  battled  all  day  with  250cc  winners  Derek  Cullen  and  Ben  Craig  until  late   in  the  second  hour  of  the  event.  Early  leaders  Steve  Schubert  and  Trevor  Castley  chased  hard  all  day  and  just  snatched  second  place  outright  from  Cullen  and  Craig  on  the  final  lap.  The  Iron  man  class  has  been  close  all  season  with  Matthew  Christian  and  Troy  Williams  providing  spectators  with  some  close,  exciting  racing  only  being  separated  by  three  points.  Christian  was  just  able  to  hold  off  Williams  on  the  last  lap  and  crossed  the  line  one  bike  length  in  front  to  pinch  overall  victory  for  the  year,  a  great  ride.  Third  place  the  ever-consistent  Jeff  Garnaut.  Junior  Results  Junior  80cc:  first,  Dion  Quinn;  second,  Ross  Nelligan;  third:  Jardin  Trenowden.  Junior  Combined:  first,  Dene  Rodd;  second,  Douglas  McDonald;  third,  Adrian  Beckett.  Junior  125cc:  first,  Justin  Smith;  second,  Rhys  Wright;  third,  Aaron  Freeman.  Senior  Results  Open:  first:  Luke  Cunningham/Greg  Dixon;  second;  Trevor  Castley/Steve  Schubert;  third,  Peter  Hurrell/Justin  Nelligan.  250cc:  first:  Ben  Craig/Derek  Cullen;  second,  Stuart  Burrows/Clint  Oswald;  third,  Tom  Bowyer/Ben  Soule.  Iron  Man:  first,  Matthew  Christian;  second,  Troy  Williams;  third,  Jeff  Garnaut.  Seniors  125cc:  first:  Quentin  O'Connor/Ryan  EHis;  second,  Fred  Lippiatt/Conrad  Noske.  Greybeards  -over  35's:  first:  Tony  Kingdon/Robert  Luxton;  second,  Howard  Rodd/Warren  Quinn.  250cc,  4  stroke:  first,  Neil  Cowley/Parasco  Papazoglov;  second,  Jason  Milanovic/Michael  Smith;  third,  Robert  Castley/Jamie  Starkey.  The  event  concluded  with  the  presentation  dinner  at  the  Pier  Hotel,  many  thanks  must  first  go  to  the  property  owners  who  volunteered  their  land  to  the  club,  St  Johns  Ambulance,   Track  Committee,  Canteen  Staff  and  the  backbone  of  the  club  Simon  Whillas,  Sandy  and  Howard  Rodd  and  Chris  Miller.  All  in  all  it  was  a  very  successful  year.  Overall  positions,  2000  series:  Open  class:  first,  Trevor  Castley/Steve  Schubert;  second,  Justin  Nelligan/Peter  Hurrell;  third,  Luke  Cunningham/Greg  Dixon.  Seniors  250cc:  first,  John  Barnes/Colin  Eagle;  second,  Tom  Bowyer/Ben  Soule;  third,  Brett  Pitman/Michael  Agars.  Iron  Man:  first,  Matthew  Christian;  second,  Troy  Williams;  third,  Jeff  Garnaut.  Seniors  125cc:  first,  Quentin  O'Connor/Ryan  Ellis;  second,  Fred  Lippiatt/Conrad  Noske;  third,  Matt  Symes/Dustin  Sparrow.  Greybeards,  Over  35's:  first,  Tony  Kingdon/Robert  Luxton;  second,  Ashley  Miller/Kjrry  Collins;  third,  Noel  Dickson/Chris  Aird.  Seniors  250cc,  4  stroke:  first,  Robert  Castley/Jamie  Starkey;  second,  Neil  Cowley/Parasco  -  Papazoglov;  third,  Jason  Milanovic/Michael  Smith.  Juniors  Points  Winner  Juniors  80cc:  first,  Dion  Quinn;  second,  Neil  Rodd;  third,  Tyson  Whillas.  Junior  Combined:  first,  Dene  Rodd;  second,  Douglas  McDonald;  third,  Rowan  McDonald.  Junior  125cc:  first,  Justin  Smith;  second,  Paul  Williamson;  third,  Lincoln  Ford.  The  Club's  Motocross  season  will  commence  in  January  with  the  annual  Tunarama  Race  meeting  set  to  be  a  ripper  with  this  being  the  first  event  on  the  redesigned  track.  The  Club's  next  event,  the  Thump  Racing  Blue  Cup  Thunder  Series  Flat  Track  Motocross,  will  be  on  Saturday,  September  30  at  DK  Quarries.  Racing  starts  at  10am,  full  bar  and  canteen  facilities.  There  is  free  admission,  so  just  follow  the  signs.   Parasco  Papazoglov  won  the  four-stroke  250cc  class.   •  Steve  Schubert  was  the  overall  winner  in  the  Open  Class  Series  2000  and  was  second  in  the  Open  Class  Seniors.   •  Matthew  Christian  was  first  in  the  Iron  Man  competition  which  put  him  in  outright  first  place  for  the  Iron  Man  Class  for  Series  2000. ",2000-09-28
