snippet,article - date
"  Sex,  drugs,  rock  *n  roll   THE  Shalom  Institute  is  to  host  a  forum  next  week  under  the  topic  “Sex,  Drugs,  Rock  ‘n’   Roll”.   A  joint  initiative  of  the  World  Council  on  Religion  and  Peace  (WCRP)  and  Hillel  Student  Services,  the  event  will  take  place  on  August  22  in  the  form  of  a  multi-faith  panel  discussing  reli  gious  perspectives  on  the  three  phenomena.   The  panel  will  consist  of  representatives  of  the  Jewish  community  (Rabbi  Jacqueline  Ninio);  Baha’i  (Pouya  Ehsani);  Christianity   (Reverend  Andrew  Collis);  Hinduism  (Paul  Cowan);  and  Muslim  community  (Ahmed   Abdo).   WCRP  chairman  Father  Bill  Burt  said  a  focus  on  youth  is  essential  for  the  multi-faith  move  ment.  “The  variety  of  viewpoints  represented  on  the  panel  for  this  event  coming  together  to  interface  on  such  an  important  contemporary  topic  is  important”,  he  added.   While  slanted  towards  a  youth  audience,  all  members  of  the  community  are  invited. ",2000-08-18
"  Christian  supporters  denounce  “racist”  attack   CANBERRA   FILE   BERNARD  FREEDMAN   QUEENSLAND-BASED  Christian  sup  porters  of  Israel  have  attacked  as  false  and  “an  utter  waste  of  our  gov  ernment’s  time  and  money”  a  call  by  Palestinian  representative  in  Australia  Ali  Kazak  to  cancel  the  tax  exempt  status  of  the  “racist”  Jewish  National  Fund  and  other  Australian  fundraising  appeals  for  Israel.   In  a  2500-word  submission  to  the  Federal  Parliament’s  Joint  Foreign  Affairs,  Defence  and  Trade  Committee,  the  fundamentalist  Christians’  Israel  Public  Action  Campaign  (CIPAC)  said  it  disagrees  with  almost  every  statement  which  Mr  Kazak  made  last  September  to  the  committee’s  human  rights  inquiry  into  Australia’s  efforts  to  pro  mote  and  protect  freedom  of  religion   and  belief.   The  CIPAC  submission,  which  the  parliamentary  committee  will  con  sider  at  a  meeting  this  year,  says:  “Ali  Kazak’s  presentation  was  riddled  with  concocted  facts,  misrepresenta  tions  and  lies.  With  these  he  has  woven  a  story  designed  to  elicit  sym  pathy  for  the  Palestinian  Authority  and  to  unleash  indignation  on  the   Israeli  Government.”   When  Mr  Kazak  appeared  before  the  committee,  he  described  “horrif  ic  details  of  gross  violations  commit  ted  by  Israel  against  the  religious   freedom  of  Christians  and  Moslems”,  including  allegations  that  Israel  con  tinues  to  desecrate  Moslem  grave  yards,  mosques  and  holy  sites  and  to  impose  a  “racist”  Law  of  Return  and  other  discriminatory  laws.   Questioned  about  these  claims  at  a  subsequent  session  of  the  parlia  mentary  committee,  Executive  Council  of  Australian  Jewry  presi  dent  Nina  Bassat  and  national  vice  president  Jeremy  Jones  explained  that  JNF  funds  raised  in  Australia  were  for  environmental  purposes,  that  Israel  protected  religious  free  doms  to  a  much  larger  degree  than  is  generally  understood  and  that  its  Law  of  Return  was  not  an  abuse  of  religious  freedom.   CIPAC,  which  includes  a  small  Star  of  David  in  its  letterhead  and  says  it  was  “founded  to  educate  and  mobilise  Christians  on  behalf  of  sound  legislation  and  policies  towards  Israel”,  frequently  backs  its  arguments  in  support  of  Israel  with  biblical  quotations.   In  the  recent  past,  it  has  called  for  Australia  to  move  its  embassy  from  Tel  Aviv  to  Jerusalem.  In  its  latest  submission,  it  describes  Jerusalem  as  “the  spiritual  and  political  capital  only  of  the  Jewish  people  for  3000  years”,  and  says  “there  is  ample  his  torical,  archaeological  and  biblical   ""Israel  has  in  fact  granted  more  religious  freedom  in  the  Old  City   than  has  any  ruling  power  for   hundreds  of  years.”   evidence”  to  support  Israel’s  right  to  Jerusalem  as  its  capital.   In  its  comments  on  Mr  Kazak’s  claim  that  Israel  breaches  Muslim  rights  to  religious  freedom  and  has  destroyed  Muslim  holy  sites,  CIPAC’s  submission  says:  “Israel  has  in  fact  granted  more  religious  freedom  in  the  Old  City  than  has  any  ruling  power  for  hundreds  of  years”.   It  says  the  long-established  exis  tence  of  Christian  churches  and  min  istries  contradicts  claims  of  wide  spread  Israeli  abuse  of  the  religious  freedom  of  the  Christian  population  of  Israel.  “While  Christian  tourists  enjoy  a  sense  of  security  while  visit  ing  holy  sites  under  Israeli  control,  they  seldom  venture  to  such  sites  in   Palestinian-controlled  areas  as  Shechem,  Solomon’s  Pools  and  Hebron  due  to  the  high  security  risk,”  it  states.   The  submission  says  Mr  Kazak  blamed  the  Palestinians’  unfortunate  situation  entirely  on  the  Israeli  Government,  while  ignoring  human  rights  abuses  of  its  own  people  by  the  Palestinian  Authority,  including  censorship  of  broadcasts  about  offi  cial  corruption,  misappropriation  of  funds,  torture  in  Palestinian  jails  and  a  death  penalty  for  selling  land  to   Jews.   It  says  that  while  Mr  Kazak  noted  several  “massacres”  which  he  claimed  were  perpetrated  by  the  Israeli  Government  against  the  Palestinian  people,  he  did  not  bal  ance  it  with  documented  massacres  by  Arabs  against  Jewish  people.   The  submission  dismisses  Mr  Kazak’s  claim  that  no  Arab  or  Christian  may  serve  in  the  Israel  Defence  Force,  pointing  out  that  the  defence  establishment  has  expressed  a  clear  interest  in  encour  aging  Christian  and  Muslim  volun   teers.  It  counters  his  claim  of  racism   in  the  Israeli  education  system  by  cit  ing  examples  of  anti-Jewish  state  ments  in  Palestinian  schoolbooks  and  quoting  from  a  Palestinian  Authority  TV  show  in  which  five   year-olds,  surrounded  by  teddy  bears  and  Disney  murals,  recite  bloodthirsty  slogans  advocating  vio  lence  and  suicide  as  a  means  to  an  end.   CIPAC’s  members,  while  claiming  not  to  be  directly  involved,  support  a  resolution  which  reached  the  federal  council  of  the  National  Party  —  the  party’s  top  policy  body  —  last  September,  strongly  supporting  Israel  and  calling  for  the  Coalition  Government  to  recognise  Jerusalem  as  Israel’s  capital.  The  resolution  originated  in  the  National  Party’s  Nicklin  electorate  council,  at  Nambour,  on  Queensland’s  Sunshine  Coast,  and  was  later  adopted  at  the  Queensland  National  Party’s  state  conference.  But  it  was  hastily  with  drawn  at  the  federal  council  conven  tion  in  Canberra  amid  embarrassed  —  and  inaccurate  —  claims  from  senior  party  figures  that  it  had  not  gone  through  the  proper  channels  to  be  included  in  federal  council’s  agen   da.   CIPAC  has  since  sought  an  assur  ance  from  Queensland  National  Party  president  Terry  Bolger  that  the  resolution  will  go  to  the  National  Party  federal  convention  at  Tweed  Heads  in  June.  CIPAC  president  Trish  Small  says  they  are  awaiting  a   response. ",2000-01-07
"  Jerusalem  compromise  means  violence:  Mubarak   Lamia  Lahoud   JERUSALEM:  A  compromise  over  Jerusalem  would  lead  to  uncontrollable  violence  in  the  Middle  East,  Egyptian  President  Hosni  Mubarak  has  warned,  adding  that  no  Arab  or  Muslim  can  relinquish  rights  to  east  Jerusalem  and  its  holy  sites.   Palestinian  officials  also  warned  that  with  out  a  compromise  acceptable  to  the  majori  ty  of  Arabs,  terrorism  may  erupt  over   Jerusalem.   “Any  compromise  over  Jerusalem  will  cause  the  region  to  explode  in  a  way  that  cannot  be  put  under  control  and  terrorism  will  rise  again,”  Mubarak  said  in  his  first  public  comment  since  last  month’s  failed  Camp  David  Summit.   “No  single  person  in  the  Arab  or  Islamic  world  can  squander  east  Jerusalem  or  Al  Aksa  Mosque,”  Mubarak  told  the  Cairo  week  ly,  Rose  el-Youssef.  “In  this  context,  even  Arafat  himself  will  not  dare  to  sign  a  deal  to  give  up  these  Muslim  shrines.”   Meanwhile,  a  Palestinian  Authority  official  conceded  that  the  Palestinians  were  eager   to  reach  an  agreement  while  Prime  Minister  Ehud  Barak  was  still  in  office.  The  official  said  that  Israeli  and  Palestinian  intellectuals  had  been  meeting  to  discuss  the  issue  at   Orient  House.   “We  are  trying  to  solve  the  issue  by  divid  ing  sovereignty  into  functions  which  can  then  be  divided  between  the  sides,”  one  Palestinian  participant  in  these  meetings  said.  He  said  the  issue  should  also  be  dis  cussed  with  religious  leaders  who  may  help  find  a  solution.   In  the  interview  with  the  Cairo  weekly,  Mubarak  stressed  that  Egypt  would  not  stop  PA  chairman  Yasser  Arafat  from  reaching  a  deal  over  the  disputed  city  “if  it’s  compati  ble  with  his  Palestinian  people’s  demands.”   Arafat’s  tour  of  the  Arab  world  and  Iran  was   a  disappointment  for  the  Palestinian  leader,   PA  officials  admitted.   Arafat  failed  to  convince  Arabs  to  hold  an   Arab  summit  or  at  least  a  meeting  of  the  Islamic  Organisation  Conference.   While  most  of  the  Arab  states  pressured  Arafat  not  to  compromise  on  Jerusalem,  no  state  was  ready  to  attend  a  summit  or  just  a   meeting  on  Jerusalem,  Palestinian  Minister  for  Parliamentary  Affairs  Nabil  Amr  said.   He  said  the  Arabs  bowed  to  US  pressure.  The  Americans,  he  said,  oppose  an  Arab  summit  since  they  fear  that  it  would  make  a  compromise  even  more  difficult.   “The  Arabs  would  have  to  state  their  max  imum  positions  on  Jerusalem  in  such  a  sum  mit  for  their  own  political  purposes,”  a  PA  official  explained.   At  last  night’s  Palestinian  cabinet  meeting  in  Ramallah,  Arafat  briefed  the  ministers  on  his  trip.  Nabil  Amr  said  the  Arabs  would  not  pressure  Arafat  and  would  also  not  be  in  his  way  when  he  decides  on  a  compromise  that  he  sees  fit  for  an  agreement  with  Israel.   Libyan  leader  Muammar  Gaddafi  told  Arafat  he  supported  his  position  on  the  peace  process,  Amr  said.  Although  Iran  received  Arafat  coolly,  Amr  said  the  Palestinian  leader  was  pleased  by  his  meet  ing  with  Iranian  President  Mohammed  Khatami.  He  said  Arafat  informed  the  Iranians  that  he  will  continue  to  pursue  the   peace  process.   Jerusalem  rost   Egyptian  President  Hosni  Mubarak. ",2000-08-18
"  NEW  YORK;  Four  of  the  13  Iranian  Jews  accused  of  spying  for  Israel  have  retracted  their  “confes  sions”,  according  to  an  American  advocate.   According  to  American  Jewish  leader  Malcolm  Hoenlein,  Shahrokh  Paknahad,  Farzad  Kashi,  Nasser  Levi  Haim  and  Farhad  Saleh  have  told  Judge  Sadeq  Nourani  that  their  “confes  sions”  had  been  made  under  duress.  In  another   development,  a  Muslim  accused  of  collaborating  with  the  Jews  denied  the  charge.   A  verdict  is  expected  this  week.  It  was  origi  nally  scheduled  for  last  week,  but  was  delayed  because  of  the  additional  hearing.  Attorney   Esmail  Nasseri  was  quoted  as  saying  that  the  court  proceedings  “were  of  benefit  to  our  clients  and  strengthen  the  defence  team’s  assertions  that  our  clients  are  not  guilty”.   Pooya  Dayanim,  a  spokesman  for  the  Council  of  Iranian  American  Jewish  Organisations  in  Los  Angeles,  said  the  Jewish  community  in  Shiraz  is  “becoming  more  confident  every  day.  Our  hope  is  that  the  other  people  who  allegedly  confessed  can  be  brought  to  court  so  they  can  recant  their  confessions  as  well.  We  should  not  be  overly  optimistic  about  these  reports,  but  these  are   certainly  positive  developments.   JTA ",2000-06-23
"  NEW  TO  ASIA   Christian  voice  radio  Why  wake  up  to  the  narrow  prejudices  of  the  ABC  when  you  can  now  wake  up  to  ours?   6am-9am:  Enjoy  the  antics  of  Christianity's  whackiest  breakfast  team.  Featuring  condescending  put-downs  of  Jews,  and  guilty  sniggers  about  sex,  3aw-12pm,  Morning  Talk  Show.  A  forum  for  preachers  and  evangelists  to  enlighten  Asia's   Muslim  listeners  to  the  glory  of  the  Christian  Scripture  and  the  inadequacy  of  their  own  faith.  12pm:  Good  News,  sport  and  weather.  5  1pm-4pm:  Top  40  hymns  and  classic  psalms  from  the  1570s,  80s  and  the  90s.  Plus  $1000  cash  giveaways...  to  charity.  4pm-6pm:  Drive  Time  with  Fred  Nile.  Join  one  of   Australia's  most  celebrated  Christians  as  he  teaches  you  the  Christian  approach  to  intolerance  and  hypocrisy.  6pm-10pm:  Easy  Contemporary.  Four  hours  of  Cliff  Richard,  10pm-1am:  Pillow  Talk.  Tonight  the  panel  discusses  ""Kissing  -How  Far  is  Too  Far?""  -  1  am-6am:  Organ  music.   'When  in  Asia,  w,  listen  to  your  saviour'  Tune  in  on  the  AM-DG  band.   CHRISTIAN  VOICE  RADIO  -  giving  Asia  a  more  Christian  mix ",2000-06-15
"  Temple  Emanuel  members  help  out...  Suzanne  Schamschula,  Barbara  Newman,  Sylvia  Golding,  Kira   Gerber.   Volunteers  cook  for  homeless   THEY  couldn’t  taste-test  their  efforts  because  it  was  Pesach,  but  the  25  Temple  Emanuel  Woollahra  volunteers  who  cooked  Easter  lunches  for  the  homeless  used  their  ten  years’  experience  as  Easter  volunteers  to  guide  them.   The  Temple  Emanuel  volunteers  cooked,  served  lunch  and  washed  up  for  the  300  homeless  people  attending  Reverend  Bill   Crews’  Uniting  Church  in  Ashfield  on  Easter  Sunday.  The  Church  also  holds  a  daily  lunch  at  which  it  distributes  donated  food.   Temple  Emanuel  Social  Action  Program  chairman  Bill  Newman  said  the  Easter  tradi  tion  began  when  his  group  realised  that  while  Rev  Crews  had  enough  volunteers  for  most  other  days,  he  needed  more  assistance  over   Easter.   Leading  participants  at  the  interfaith  dialogue,  from  left:  Muslim  Women  Association  executive  officer  Wafa  Zain,  Executive  Council  of  Australian  Jewry  board  member  Josie  Lacey,  Sally  Mousa,  Or  Chadash  vice-president  Judy  Levitan,  Lisa  McDonald,  MWA  president  Maha  Abdo,  Farida  Karoli,  Ghema  Krayem. ",2000-05-12
"  AWAY  from  the  hullabaloo  of  the  official  peace  process  in  the  Middle  East,  Hussein  Ibrahim  Issa  quietly  practised  Arab-Israeli   reconciliation  near  Bethlehem.  The  founder  and  principal  of  the  Hope  Flowers  school,  he  ensured  that  underprivileged  Palestinian  children  could  meet,  befriend,  learn  from,  and  in  turn,  educate  their  Israeli  counter  parts.   Issa,  who  died  from  a  heart  attack  at  the  age  of  52,  was  a  dynamic  man  with  an  abili  ty  to  inspire  others.  He  also  brought  numer  ous  volunteers  to  Hope  Flowers,  convened  symposiums  of  rabbis,  priests  and  imams,  ran  democracy  workshops  on  the  eve  of  the  first  Palestinian  elections,  and  attracted  vis  its  from  international  luminaries,  such  as  Hillary  Clinton.  He  even  built  an  on-site  farm  to  generate  income  and  thereby  liberate  Hope  Flowers  from  its  perennial  debts.   Issa’s  lack  of  bitterness  and  his  genius  at  forging  links  were  all  the  more  remarkable  considering  his  difficult  upbringing.  He  was  born  into  a  Muslim  family  in  Ramie,  a  town  built  by  the  8th  century  Caliph  Suleiman.  Soon  war  swept  the  land,  and  within  a  year  the  Issa  family  was  forced  to  leave  Ramie,  relocating  to  the  Deheishe  refugee  camp   where  conditions  were  severe.   It  was  an  experience  that  inspired  Issa  to  make  sure  that  Palestinian  society  should  take  care  of  the  plight  of  its  children.  Most  Palestinians  wanted  nothing  to  do  with  Israelis,  but  Issa  believed  that  only  mutual  understanding  and  self-sufficiency  could  restore  Palestinian  national  dignity.  “Peace  and  democracy  education  should  be  given  to  infants  with  their  mother’s  milk,”  he  once   wrote.   In  1984,  he  founded  a  progressive  child  care  centre  named  al-Amal  (the  Hope)  in  the  village  of  al-Khader,  west  of  Bethlehem.  It   consisted  of  one  rented  room  with  22  pupils  and  no  chairs.  Within  five  years  it  had  grown  into  a  primary  and  secondary  school  complex,  known  as  Hope  Rowers.   Issa  never  felt  constrained  by  traditions  or  borders.  He  led  mothers  and  children  on  trips  across  the  green  line  (the  old  1967  border  between  Israel  and  the  West  Baulk),  arguing  that  “Israeli  and  Palestinian  des  tinies  are  inevitably  tied.  We  have  no  choice  but  to  work  together  to  try  and  forge  a  peaceful  co-existence.”   Before  long  his  young  Muslim  and  Christian  charges  were  mixing  with  Jewish  children  at  Jerusalem’s  Waldorf  School  and  the  Democratic  School  of  Hadera.  Together  they  demolished  the  stereotypes  that  years   of  conflict  had  nurtured.   Yet,  reality  constantly  impinged  on  Issa’s  dreams.  His  students  learnt  reconciliation  in  class,  but  experienced  disruption  on  the  streets.  The  Intifada  uprising,  which  began  in  1987,  left  many  households  without  income  to  pay  school  fees.  When  public  transport  broke  down,  Issa  personally  picked  up  his  students  and  drove  them  to  school.  And  after  terror  acts  in  Israel  result  ed  in  recurrent  border  closures,  Issa  con  demned  both  the  “heinous”  policies  of  Hamas  and  Israeli  “collective  punishment”.   Hussein  Issa  was  a  tireless  campaigner,  forever  thinking  up  new  schemes.  Yet,  despite  dealing  daily  with  the  results  of  his  torical  tragedy,  he  was  invariably  sunny  and  loved  nothing  better  than  a  good  joke.  Education  meant  more  than  just  cerebral  study  to  him.  It  encompassed  all  aspects  of  life,  and  determined  one’s  attitude  to  oth   ers.   He  took  succour  from  his  devoted  family  and  his  religion.  Ultimately,  his  legacy  will  be  the  children  whose  lives  he  enriched  and  who  he  infused  “with  the  importance,  beau  ty  and  necessity  of  peace”.  He  is  survived   by  his  wife.   Lawrence  Jofffe ",2000-09-15
"  NEW  YORK:  The   c  o  n  -   tenders  in  the  US  elections  have  been   reaching   out  to  Arab  Americans  in  an  unprece  dented   a  Gore-ueDerman  Kipa.   way.  Arab  Americans  number  from   three  to  six  million.   Last  week  Texas  Governor   George  Bush  picked  up  the  support  of  the  American  Muslim  Political  Co-ordinating  Council,  after  receiv  ing  endorsement  from  20  Arab  American  organisations  in  Michigan.   While  both  Texas  Governor   George  Bush  and  Vice-President  A1  Gore  have  expressed  support  for  Israel,  they  are  concerned  that  Joe  Lieberman,  Gore’s  running  mate,  is  “an  activist  for,  and  champion  of,  the  Israeli  agenda”.   Arab  groups  were  also  pleased  that  Bush  said  the  racial  profiling  of  Arab  Americans  was  unfair,  and  he  cited  the  use  of  classified  informa  tion  about  people  suspected  of  ter  rorist  activity  who  are  detained  in  the  United  States.  He  was  sending  a  clear  message  on  national  television  to  the  Arab  American  community.   The  Gore-Lieberman  campaign’s  choice  of  Arab  American  leader  James  Zogby  as  a  new  adviser  is  another  indication  of  the  impor   tance  of  the  Arab  American  com  munity.  Zogby,  who  has  made  con  troversial  statements  on  Israel,  is  president  of  the  Arab  American   Institute.   JTA ",2000-11-03
"  I  REFER  to  your  article  by  Rabbi  Jeffrey  Cohen  in  reviewing  the  book  Renewing  the  Covenant.  A  kabbalistic  Guide  to  Jewish  Spirituality.   He  makes  the  point  that  a  new  covenant  is  emerging.  He  compares  this  new  covenant  to  the  failed  Saul  of  Tarsus  and  the  Shabtai  Zvi  movements.  It  is  a  pity  he  didn’t  include  the  current  revisionism  of  Judaism  by  the  Reform/Liberal  movement.   Unfortunately,  the  people  in  these  movements,  even  given  the  best  of  goodwill,  are  securing  the  fact  that  in  one,  two  or  three  generations  their  descendants  won’t  be  Jewish  or  lead  ing  a  Jewish  lifestyle.   This  is  sad,  but  true.  The  pity  is  we  mostly  have  our  head  in  the  sand  and  ignore  the  reality.  I  should  know.  My  grand-daughter  just  married  a  Pakistani  in  a  Muslim  ceremony.  He  is  a  nice  boy,  but  not  what  1  would  have  hoped  for.  And  it’s  not  really  her  fault.  It’s  my  fault  for  trying  to  melt  into  the  society  which  gave  me  refuge  from  the  horrors  of  the  Holocaust.  If  I  could  do  it  all  over  again,  I  wouldn’t  take  the  easy  options  which  I  did  with  Judaism.  It  would’ve  been  harder,  but  it  would  not  have  been  so  tragic.   T  Marriot   Bondi  Junction,  NSW ",2000-10-27
"  Books   Tracing  Sephardic  histoiy   Title;   Sephardi  Jewry:  A  History  of  the   Judeo  Spanish  Community,   14th-20th  Centuries   Author   Esther  Benbassa  and   Aron  Rodrigue   Publisher:  umversny  or  camorma  rress.   376  pp,  $49.95   Reviewer  Ben  Haneman   EVERY  reader  recalls  the  expulsion  of  the   Jews  from  Spain  in  1492.  Less  well  known  is  what  happened  to  those  Jews  after  they  found  sanctuary  in  the  Balkan  countries  under  Ottoman  rule.   This  well-researched  book  offers  a  complete  history  of  how  they  fared  there  for  the  next  five  centuries.  1  found  it  fascinating,  not  only  because  it  filled  me  in  on  what  happened  to  the  Jews  who  left  Spain,  but  because  it  reminded  me  that  dis  putes  in  Jewish  communities  are  endemic,  per  haps  even  “normal”.   The  confusing  variety  of  names  used  by  authors  Esther  Benbassa  and  Aron  Rodrigue  merely  reflects  facets  of  Jewish  history.  Take  the  term  Sephardim,  for  example.  Sepharad  is  Hebrew  for  Spain.  Although  all  non-Ashkenazi  Jews  are  sometimes  loosely  labelled  Sephardim,  the  genuine  Sephardim  came  from  the  Iberian  Peninsula  encompassing  Spain  and  Portugal.  They  eventually  predominated  in  the  Jewish  world  in  the  Balkans  and  Near  Middle  East  because  they  were  more  sophisticated  and  worldly-wise.   A  later  wave  of  immigration  from  Portugal  brought  many  Portuguese  Marranos  or  newly  professed  Christians,  who  secretly  continued  their  adherence  to  Jewish  belief  and  practice.  For  a  few  years,  Portugal  had  been  a  haven  for  Jews  fleeing  Spain.  But  forced  conversions  had  subsequently  been  imposed,  swelling  the  num  ber  of  Marranos.  Skilled  at  living  in  two  worlds,  they  brought  many  abilities,  as  well  as  links  and  family  connections  on  both  sides  of  the  religious  divide,  especially  to  the  business  world  of   Amsterdam  and  Ancona.   An  outstanding  example  of  the  growth  of  a  Sephardi  Jewish  community  is  Salonika,  which  came  into  Greek  possession  much  later.  It  had  been  an  enormous  Jewish  centre  with  involve  ment,  strangely,  in  wharf-labouring  and  in  the   first  Sephardi  trade  union.  Of  Salonika’s  56,000  Jews,  all  but  10,000  were  later  murdered  by  the  Germans,  most  being  gassed  on  the  day  of  their  arrival  at  the  death  camps.   The  Muslims  were  tolerant  in  their  fashion,  and  for  half-a-millennium,  the  Jews  lived  in  rela  tive  peace.  In  1840  the  Damascus  Blood  Libel  focused  world  Jewish  attention  on  Sephardi  Jews,  who  were  seen  as  backward  and  exotic.  The  case  involved  a  strange  Capuchin  monk,  who  disappeared  under  equally  strange  circum   stances,  his  Capuchin  brothers  claiming  that  he  had  been  killed  by  the  Jews  in  a  ritual  murder.  Forced  confessions  were  obtained,  people  were  unjustly  imprisoned  and  some  died  in  captivity.   This  led  to  Western  Jewry  becoming  acutely  aware  of  their  Sephardi  brethren.  French  Jewry,  in  particular,  in  keeping  with  French  imperialism,  formed  the  Alliance  Israelite  Universelle,  a  benef  icent  society  which  established  many  schools.  Interestingly,  there  were  intracommunal  lan  guage  wars  involving  at  one  time  or  another  Greek,  Hebrew,  JudeoSpanish  (Ladino),  Turkish,  Bulgarian  and  French.   Of  interest  is  pre-Herzlian  Zionism,  which  flourished,  not  always  as  a  question  of  returning  to  the  Holy  Land,  but  rather  as  a  secular  nation  alism,  often  reflecting  rebellion  by  the  young  against  their  parents’  religiosity.  Indeed,  Sephardi  Jewry  provided  many  of  the  immi  grants  to  the  State  of  Israel,  where  they  suffer  a  low  status  to  this  day,  particularly  if  they  are  Jews  from  Turkey  and  other  Muslim  countries,  their  Muslim  background  being  seen  as  yet  fur  ther  evidence  of  their  inferiority.   The  final  unravelling  of  the  Ottoman  Empire  and  its  balkanisation  explains  the  varying  fates  of  Jewry  in  those  countries.  The  Bulgarians  and  their  Church  behaved  well,  the  Croatians  badly.  The  Italians,  in  their  charming  if  inefficient  man  ner,  saved  many  Jews  in  their  occupied  territo   ries.   If  this  book  is  vaguely  familiar,  it’s  because  it  appeared  earlier  in  hard-back  form,  but  without  the  prologue  and  under  a  different  title,  Jews  of  the  Balkans:  The  Judeo-Spanish  Community  14th   to  20th  Centuries.   Dr  Ben  Haneman  is  a  consultant  physician  and   reviewer. ",2000-07-14
"  BBIGSadstoaie   TORONTO:  Canada's  Jewish  community  has  experienced  a  spate  of  antisemitic  violence  that  some  observers  say  is  “the  worst  concentrated  outbreak  of  antisemitism,  particularly  against  religious  institutions,  since  the  Second  World  War”   That  was  the  assessment  of  Manuel  Prutschi,  national  director  of  community  relations  for  the  Canadian  Jewish  Congress  (CJC).   The  CJC  has  logged  50  incidents  of  arson,  assault,  graffiti  and  vandalism  against  Jewish  targets  since  Israeli-Palestinian  tensions  increased  in  the  Middle  East  in  late  September.   Two  students  wearing  kipotwere  beaten  up  in  a  subway,  another  was  bullied  in  a  schoolyard  and  a  man  was  beaten  as  he  walked  home  from  synagogue.  Bricks  have  shattered  windows  of  two  synagogues,  and  antisemitic  or  pro  Palestinian  graffiti  have  been  spraypainted  on  five  synagogues.  Jewish  shops  and  institutions  have  likewise  been  targeted.  The  five  incidents  of  arson  include  the  firebombing  of  synagogues   Canada  s  vote  in  favour  of  a  UN  resolution  critical  of  Israel  has  created  a   climate  of  antisemitism  in  the  country   and  the  headquarters  of  a  Jewish  burial  society.   Yousef  Sandouga,  20,  was  charged  with  arson  after  a  Molotov  cocktail  thrown  at  a  synagogue  caused  $1000  in  damage.   In  one  incident,  police  responding  to  a  bomb  threat  searched  a  community  centre  on  Yom  Kippur  without  disrupting  services.  The  Israeli  Embassy  also  received  a  bomb  threat,  and  Jewish  officials  have  received  death  threats.   Congregations  and  Jewish  institutions  across  Canada  have  increased  security  precautions,  and  many  have  hired  full-time  security  staff.   The  Montreal  Urban  Community  Police  has  taken  to  patrolling  outside  synagogues  every  hour,  said  Robert  Libman,  Mayor  of  Cote  Saint  Luc—a  Montreal  area  with  a  high  proportion  of   Jewish  residents.   “No  community  should  have  to  endure  what  the  Jewish  community  has  had  to  endure,”  Prutschi  said.  “The  political,  religious  and  ethnic  leaders  all  have  a  responsibility,  repeatedly  and   publicly,  to  condemn  and  repudiate  such  acts,  not  only  because  they  threaten  the  Jewish  com  munity,  but  because  they  are  an  assault  on  the  multicultural  fabric  of  Canada.”   The  Canadian  Jewish  Congress  was  quick  to  condemn  graffiti  on  Palestine  House,  headquar  ters  of  the  Canadian  Palestinian  community,  out  side  Toronto.  “We  were  appalled  by  this  attack,  and  we  issued  a  statement  condemning  it  as  rep  rehensible,”  said  Prutschi,  who  said  the  local  Arab  community  does  not  repudiate  specific  acts  of  violence  against  Jewish  targets  in  Canada.   Several  rabbis  and  a  lone  Muslim  imam  in  Ottawa  issued  a  joint  statement,  urging  that  rela  tions  between  the  Jewish  and  Arab  communities  in  Canada  should  not  be  affected  by  the  conflict  in  the  Middle  East  “The  fact  that  you  have  six  rabbis  to  one  Muslim  religious  leader  signing  that  tends  to  imply  that  the  Jews  are  primarily  on  the  giving  end,  rather  than  on  the  receiving  end  of  such  initiatives,”  Prutschi  said.   The  National  Post  asserted  that  Canada’s  vote  in  favour  of  a  UN  resolution  critical  of  Israel  has  created  a  climate  of  antisemitism  in  the  country.   Although  the  government’s  vote  was  seen  to  draw  away  Jewish  votes  from  the  ruling  Liberal  Party  in  advance  of  this  week’s  election,  Prutschi  said  it  had  not  sparked  antisemitic  activity.  “The  UN  vote  was  not  helpful  in  terms  of  the  overall  atmosphere,  but  it  is  one  of  many  elements  behind  the  wave  of  anti-Jewish  violence,”  he  said.   Some  participants  in  anti-Israel  demonstra  tions  have  called  for  “Death  to  the  Jews”,  he  noted,  and  have  carried  placards  signs  equating  the  Star  of  David  with  the  swastika,  and  Israeli  Prime  Minister  Ehud  Barak  with  Adolf  Hitler.   Some  parts  of  the  Arab  world  have  called  for  a  jihad,  or  holy  war,  against  Israel  and  the  Jews,  Prutschi  observed,  adding  that  such  statements  have  helped  to  incite  attacks  on  Canadian  Jews.   The  number  of  antisemitic  incidents  in  Canada  for  the  month  of  October  has  doubled  over  the  same  period  last  year,  according  to  B’nai  Brith  Canada’s  League  for  Human  Rights.   JTA ",2000-12-01
